57746,13495,3005,2,5,2016-08-18 02:30:22.568116,2016-08-18 02:30:22.568116,relax,缓和,huan3 he2 
57747,3515,3005,2,6,2016-08-18 02:30:22.568116,2016-08-18 02:30:22.568116,relax,宽,kuan1 
57748,10071,3005,2,7,2016-08-18 02:30:22.568116,2016-08-18 02:30:22.568116,relax,舒,shu1 
57749,2131,3005,2,8,2016-08-18 02:30:22.568116,2016-08-18 02:30:22.568116,relax,松,song1 
57750,2514,3005,2,9,2016-08-18 02:30:22.568116,2016-08-18 02:30:22.568116,relax,松开,song1 kai1 
57751,12813,1614,2,0,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,推出,tui1 chu1 
57752,12041,1614,2,1,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,释放,shi4 fang4 
57753,15853,1614,2,2,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,发布,fa1 bu4 
57754,12718,1614,2,3,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,放,fang4 
57755,2514,1614,2,4,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,松开,song1 kai1 
57756,12403,1614,2,5,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,发行,fa1 xing2 
57757,13402,1614,2,6,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,放出,fang4 chu1 
57758,1535,1614,2,7,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,发,fa1 
57759,44,1614,2,8,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,放松,fang4 song1 
57760,2082,1614,2,9,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,豁免,huo1 mian3 
57761,13038,1614,2,10,2016-08-18 02:30:22.579005,2016-08-18 02:30:22.579005,release,释,shi4 
58973,14610,739,5,4,2016-08-18 02:30:23.579842,2016-08-18 02:30:23.579842,rude,伧,cang1 
60720,8725,86,2,1,2016-08-18 02:30:24.759558,2016-08-18 02:30:24.759558,sign,签,qian1 
61081,10495,2205,2,1,2016-08-18 02:30:25.044581,2016-08-18 02:30:25.044581,skim,点,dian3 
65289,10546,1603,2,4,2016-08-18 02:30:28.350139,2016-08-18 02:30:28.350139,twist,搓,cuo1 
65810,10251,3615,2,1,2016-08-18 02:30:28.777539,2016-08-18 02:30:28.777539,vary,变,bian4 
66411,6286,2993,1,19,2016-08-18 02:30:29.183655,2016-08-18 02:30:29.183655,way,方,fang1 
33711,3989,1050,4,0,2016-08-18 02:30:02.810961,2016-08-18 02:30:02.810961,abroad,国外,guo2 wai4 
33712,2348,1050,4,1,2016-08-18 02:30:02.810961,2016-08-18 02:30:02.810961,abroad,海外,hai3 wai4 
33713,7202,1050,4,2,2016-08-18 02:30:02.810961,2016-08-18 02:30:02.810961,abroad,广泛地,guang3 fan4 di4 
33714,3964,1050,4,3,2016-08-18 02:30:02.810961,2016-08-18 02:30:02.810961,abroad,往国外,wang3 guo2 wai4 
33715,11301,3461,1,0,2016-08-18 02:30:02.815213,2016-08-18 02:30:02.815213,absence,缺席,que1 xi2 
33716,2650,3461,1,1,2016-08-18 02:30:02.815213,2016-08-18 02:30:02.815213,absence,不在,bu4 zai4 
33717,11301,2666,5,0,2016-08-18 02:30:02.818275,2016-08-18 02:30:02.818275,absent,缺席,que1 xi2 
33718,2650,2666,5,1,2016-08-18 02:30:02.818275,2016-08-18 02:30:02.818275,absent,不在,bu4 zai4 
33719,10843,1895,5,0,2016-08-18 02:30:02.820387,2016-08-18 02:30:02.820387,absolute,绝对,jue2 dui4 
33720,15995,1895,5,1,2016-08-18 02:30:02.820387,2016-08-18 02:30:02.820387,absolute,独立的,du2 li4 de5 
33721,13992,661,2,0,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,吸收,xi1 shou1 
33722,294,661,2,1,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,吸取,xi1 qu3 
33723,13266,661,2,2,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,吸,xi1 
33724,15478,661,2,3,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,吃,chi1 
33725,6362,661,2,4,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,摄,she4 
33726,10180,661,2,5,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,摄取,she4 qu3 
33727,8304,661,2,6,2016-08-18 02:30:02.82361,2016-08-18 02:30:02.82361,absorb,吸吮,xi1 shun3 
33728,10340,2273,1,0,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,抽象,chou1 xiang4 
33729,9456,2273,1,1,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,摘要,zhai1 yao4 
33730,4499,2273,1,2,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,文摘,wen2 zhai1 
33731,2291,2273,1,3,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,撮要,cuo1 yao4 
33732,11777,2273,1,4,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,大要,da4 yao4 
33733,16146,2273,1,5,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,提要,ti2 yao4 
33734,10142,2273,2,0,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,抽炼,chou1 lian4 
33735,13480,2273,2,1,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,提出物,ti2 chu1 wu4 
33736,2891,2273,2,2,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,提炼,ti2 lian4 
33737,11690,2273,2,3,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,提取,ti2 qu3 
33738,7805,2273,5,0,2016-08-18 02:30:02.842429,2016-08-18 02:30:02.842429,abstract,抽象的,chou1 xiang4 de5 
33739,4040,3402,5,0,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰富,feng1 fu4 
33740,16387,3402,5,1,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,充足,chong1 zu2 
33741,15267,3402,5,2,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,充沛,chong1 pei4 
33742,14052,3402,5,3,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰,feng1 
33743,4897,3402,5,4,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,盎然,ang4 ran2 
33744,797,3402,5,5,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,充分,chong1 fen1 
33745,2898,3402,5,6,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,充份,chong1 fen4 
33746,3921,3402,5,7,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰厚,feng1 hou4 
33747,3394,3402,5,8,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰满,feng1 man3 
33748,5657,3402,5,9,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰裕,feng1 yu4 
33749,10932,3402,5,10,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,丰足,feng1 zu2 
33750,8282,3402,5,11,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,盎,ang4 
33751,5011,3402,5,12,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,沛,pei4 
33752,824,3402,5,13,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,穰,rang2 
33753,5139,3402,5,14,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,饶裕,rao2 yu4 
33754,10181,3402,5,15,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,赡,shan4 
33755,4156,3402,5,16,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,盛,sheng4 
33756,14254,3402,5,17,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,遝,ta4 
33757,14609,3402,5,18,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,湑,xu3 
33758,5953,3402,5,19,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,奕,yi4 
33759,15859,3402,5,20,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,优厚,you1 hou4 
33760,15661,3402,5,21,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,优渥,you1 wo4 
33761,11014,3402,5,22,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,优裕,you1 yu4 
33762,15763,3402,5,23,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,裕,yu4 
33763,9246,3402,5,24,2016-08-18 02:30:02.853694,2016-08-18 02:30:02.853694,abundant,富,fu4 
33764,1437,2700,1,0,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,滥用,lan4 yong4 
33765,4358,2700,1,1,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,弊,bi4 
33766,2494,2700,1,2,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,弊端,bi4 duan1 
33767,11562,2700,1,3,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,诟,gou4 
33768,16071,2700,1,4,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,流弊,liu2 bi4 
33769,9780,2700,1,5,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,骂,ma4 
33770,2080,2700,1,6,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,谩骂,man2 ma4 
33771,1437,2700,2,0,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,滥用,lan4 yong4 
33772,11562,2700,2,1,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,诟,gou4 
33773,72,2700,2,2,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,僇,lu4 
33774,9780,2700,2,3,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,骂,ma4 
33775,2080,2700,2,4,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,谩骂,man2 ma4 
33776,14434,2700,2,5,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,辱骂,ru3 ma4 
33777,13162,2700,2,6,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,讪,shan4 
33778,13278,2700,2,7,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,谇,sui4 
33779,15626,2700,2,8,2016-08-18 02:30:02.864694,2016-08-18 02:30:02.864694,abuse,咒骂,zhou4 ma4 
33780,5707,3347,1,0,2016-08-18 02:30:02.872716,2016-08-18 02:30:02.872716,academic,学者,xue2 zhe3 
33781,9517,2445,1,0,2016-08-18 02:30:02.875518,2016-08-18 02:30:02.875518,academy,学院,xue2 yuan4 
33782,16199,2445,1,1,2016-08-18 02:30:02.875518,2016-08-18 02:30:02.875518,academy,学会,xue2 hui4 
33783,5407,2445,1,2,2016-08-18 02:30:02.875518,2016-08-18 02:30:02.875518,academy,专科院校,zhuan1 ke1 yuan4 xiao4 
33784,6499,3293,2,0,2016-08-18 02:30:02.879156,2016-08-18 02:30:02.879156,accelerate,加速,jia1 su4 
33785,4244,3293,2,1,2016-08-18 02:30:02.879156,2016-08-18 02:30:02.879156,accelerate,加快,jia1 kuai4 
33786,14148,3293,2,2,2016-08-18 02:30:02.879156,2016-08-18 02:30:02.879156,accelerate,促进,cu4 jin4 
33787,15867,1083,1,0,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,口音,kou3 yin1 
33788,10793,1083,1,1,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,重音,zhong4 yin1 
33789,8843,1083,1,2,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,腔调,qiang1 diao4 
33790,11865,1083,1,3,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,调,diao4 
33791,12296,1083,1,4,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,腔,qiang1 
33792,2942,1083,1,5,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,音调,yin1 diao4 
33793,11656,1083,1,6,2016-08-18 02:30:02.883985,2016-08-18 02:30:02.883985,accent,重音符号,zhong4 yin1 fu2 hao4 
33794,5337,2548,2,0,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,接受,jie1 shou4 
33795,15413,2548,2,1,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,接收,jie1 shou1 
33796,11408,2548,2,2,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,采取,cai3 qu3 
33797,10124,2548,2,3,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,承诺,cheng2 nuo4 
33798,6461,2548,2,4,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,承认,cheng2 ren4 
33799,6118,2548,2,5,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,承受,cheng2 shou4 
33800,7181,2548,2,6,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,当,dang1 
33801,13034,2548,2,7,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,将就,jiang1 jiu4 
33802,6,2548,2,8,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,领受,ling3 shou4 
33803,9452,2548,2,9,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,留,liu2 
33804,8178,2548,2,10,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,纳,na4 
33805,11308,2548,2,11,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,收,shou1 
33806,6694,2548,2,12,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,收容,shou1 rong2 
33807,14218,2548,2,13,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,受,shou4 
33808,10555,2548,2,14,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,应,ying4 
33809,3199,2548,2,15,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,采纳,cai3 na4 
33810,4151,2548,2,16,2016-08-18 02:30:02.888711,2016-08-18 02:30:02.888711,accept,招收,zhao1 shou1 
33811,10614,2373,1,0,2016-08-18 02:30:02.897512,2016-08-18 02:30:02.897512,acceptance,验收,yan4 shou1 
33812,11408,2373,1,1,2016-08-18 02:30:02.897512,2016-08-18 02:30:02.897512,acceptance,采取,cai3 qu3 
33813,10124,2373,1,2,2016-08-18 02:30:02.897512,2016-08-18 02:30:02.897512,acceptance,承诺,cheng2 nuo4 
33814,6461,2373,1,3,2016-08-18 02:30:02.897512,2016-08-18 02:30:02.897512,acceptance,承认,cheng2 ren4 
33815,1046,1363,2,0,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,访问,fang3 wen4 
33816,14487,1363,2,1,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,接驳,jie1 bo2 
33817,11555,1363,2,2,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,进接,jin4 jie1 
33818,7320,1363,2,3,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,取数,qu3 shu4 
33819,280,1363,1,0,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,存取,cun2 qu3 
33820,11555,1363,1,1,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,进接,jin4 jie1 
33821,5555,1363,1,2,2016-08-18 02:30:02.902846,2016-08-18 02:30:02.902846,access,通路,tong1 lu4 
33822,12603,2605,1,0,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,事故,shi4 gu4 
33823,3658,2605,1,1,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,意外,yi4 wai4 
33824,12105,2605,1,2,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,变故,bian4 gu4 
33825,11981,2605,1,3,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,不测,bu4 ce4 
33826,1661,2605,1,4,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,岔子,cha4 zi3 
33827,1551,2605,1,5,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,长短,chang2 duan3 
33828,1786,2605,1,6,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,闪失,shan3 shi1 
33829,7146,2605,1,7,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,事,shi4 
33830,8161,2605,1,8,2016-08-18 02:30:02.912341,2016-08-18 02:30:02.912341,accident,遇合,yu4 he2 
33831,12239,2103,5,0,2016-08-18 02:30:02.917957,2016-08-18 02:30:02.917957,accidental,偶然,ou3 ran2 
33832,2290,2103,5,1,2016-08-18 02:30:02.917957,2016-08-18 02:30:02.917957,accidental,非主要的,fei1 zhu3 yao4 de5 
33833,10324,2103,5,2,2016-08-18 02:30:02.917957,2016-08-18 02:30:02.917957,accidental,偶,ou3 
33834,13982,2103,5,3,2016-08-18 02:30:02.917957,2016-08-18 02:30:02.917957,accidental,偶发,ou3 fa1 
33835,85,2103,5,4,2016-08-18 02:30:02.917957,2016-08-18 02:30:02.917957,accidental,无意,wu2 yi4 
33836,13301,2598,1,0,2016-08-18 02:30:02.92201,2016-08-18 02:30:02.92201,accommodation,船位,chuan2 wei4 
33837,4988,2598,1,1,2016-08-18 02:30:02.92201,2016-08-18 02:30:02.92201,accommodation,驻屯,zhu4 tun2 
33838,12569,2598,1,2,2016-08-18 02:30:02.92201,2016-08-18 02:30:02.92201,accommodation,驻扎,zhu4 zha1 
33839,4034,1401,2,0,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,陪,pei2 
33840,13707,1401,2,1,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,伴随,ban4 sui2 
33841,4531,1401,2,2,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,陪伴,pei2 ban4 
33842,6296,1401,2,3,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,陪同,pei2 tong2 
33843,16490,1401,2,4,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,伴奏,ban4 zou4 
33844,1943,1401,2,5,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,伴,ban4 
33845,12710,1401,2,6,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,搭伴,da1 ban4 
33846,7556,1401,2,7,2016-08-18 02:30:02.924532,2016-08-18 02:30:02.924532,accompany,随从,sui2 cong2 
33847,11205,511,2,0,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,完成,wan2 cheng2 
33848,433,511,2,1,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,做到,zuo4 dao4 
33849,13677,511,2,2,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,达成,da2 cheng2 
33850,4166,511,2,3,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,罢,ba4 
33851,8784,511,2,4,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,办到,ban4 dao4 
33852,1411,511,2,5,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,毕,bi4 
33853,5548,511,2,6,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,蒇,chan3 
33854,2495,511,2,7,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,成事,cheng2 shi4 
33855,13499,511,2,8,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,成,cheng2 
33856,16115,511,2,9,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,发迹,fa1 ji1 
33857,15865,511,2,10,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,邃,sui4 
33858,5009,511,2,11,2016-08-18 02:30:02.929467,2016-08-18 02:30:02.929467,accomplish,嬴,ying2 
